"","name","text"
"30","KAINE","you both have said you both have said vladimir putin is a better leader than the president"
"31","PENCE","well"
"32","QUIJANO","well were going to get to russia in just a moment but i do want to get back to the question at"
"33","PENCE","but in the midst elaine thank you thank you thank you senator ill"
"34","KAINE","these guys have praised vladimir putin as a great leader how can that"
"35","QUIJANO","yes and we will get to that senator we do have that coming up here but in the meantime the questions"
"36","PENCE","well senator i must have hit ai must have hit a nerve here"
"37","QUIJANO","why the disconnect"
"38","PENCE","because at a time of great challenge in the life of this nation where weve weakened americas place in the world stifled americas economy the campaign of hillary clinton and tim kaine has been an avalanche of insults"
"39","PENCE","look to get to your question about trustworthiness donald trump has built a business through hard times and through good times hes brought an extraordinary business acumen hes employed tens of thousands of people in this country"
"40","KAINE","and paid few taxes and lost a billion a year"
"41","QUIJANO","and why the disconnect with your running mate"
"42","PENCE","but theres a theres a reason why people question the trustworthiness of hillary clinton and thats because theyre paying attention i mean the reality is when she was secretary of state senator come on she had a clinton foundation accepting contributions from foreign governments"
"43","KAINE","you are donald trumps apprentice let me talk about this"
"44","PENCE","senator i think im still on my time"
"45","KAINE","well i think isnt this a discussion"
"46","QUIJANO","this is our open discussion"
"47","KAINE","yeah lets talk about the state of"
"48","PENCE","well let me let me you and finish my sentence if i can"
"49","KAINE","finish your sentence"
"50","PENCE","the clinton foundation accepted foreign contributions from foreign governments and foreign donors while she was secretary of state"
"51","KAINE","now i can weigh in now"
"52","PENCE","she had a private server"
"53","KAINE","now i get to weigh in now let me just say this"
"54","PENCE","that was discovered"
"55","QUIJANO","senator you have an opportunity to respond"
"56","PENCE","keep that pay to play process out of the reach of the public"
"57","KAINE","governor pence governor pence doesnt think the worlds going so well and he you know is going to say its everybodys fault"
"58","PENCE","do you"
"59","KAINE","let me tell you this when hillary clinton became secretary of state governor pence did you know that osama bin laden was alive"
"60","PENCE","yes"
"61","KAINE","do you know that we had troops deployed in the battlefield in iraq and afghanistan do you know that iran was racing toward a nuclear weapon and russia was expanding its stockpile"
"62","KAINE","under secretary clintons leadership she was part of the national team public safety team that went after and revived the dormant hunt against bin laden and wiped him off the face of the earth she worked to deal with the russians to reduce their chemical weapons stockpile she worked a tough negotiation with nations around the world to eliminate the iranian nuclear weapons program without firing a shot"
"63","PENCE","eliminate the iranian nuclear weapons program"
"64","KAINE","absolutely without firing a shot and instead of american troops deployed overseas we now have "
"65","PENCE","right and"
"66","KAINE","these are very very good things"
"67","PENCE","and iraq has been overrun by isis because hillary clinton failed to renegotiate"
"68","KAINE","well if you want to put more american troops in iraq you can propose that"
"69","PENCE","hillary clinton hillary clinton hillary clinton failed to renegotiate a status of forces agreement"
"70","KAINE","no that is incorrect thats incorrect"
"71","PENCE","and so we removed we removed all of our"
"72","QUIJANO","gentlemen well get to"
"73","PENCE","troops from iraq and isis was able to be conjured up in that vacuum"
"74","KAINE","but id like to correct"
"75","PENCE","and overrun vast areas of iraq"
"76","KAINE","governor president bush said we would leave iraq at the end of and elaine iraq didnt want our troops to stay and they wouldnt give us the protection for our troops and guess what if a nation where our troops are serving does not want us to stay were not going to stay without their protection"
"77","PENCE","it was a failure of the secretary of state"
"78","QUIJANO","we need to move on to the next topic gentlemen"
"79","KAINE","if governor pence wants to put more troops back in iraq thats"
"80","QUIJANO","there are a lot of people wondering in this country about the economy lets turn to the issue of the economy"
"81","KAINE","ok"
"82","QUIJANO","according to the nonpartisan committee for a responsible federal budget neither of your economic plans will reduce the growing trillion gross national debt in fact your plans would add even more to it"
"83","QUIJANO","both of you were governors who balanced state budgets are you concerned that adding more to the debt could be disastrous for the country governor pence"
"84","PENCE","i think the fact that that under this past administration was of which hillary clinton was a part weve almost doubled the national debt is atrocious i mean im very proud of the fact that i come from a state that works the state of indiana has balanced budgets we cut taxes weve made record investments in education and in infrastructure and i still finish my term with billion in the bank"
"85","PENCE","thats a little bit different than when senator kaine was governor here in virginia he actually he actually tried to raise taxes by about billion he left his state about billion in the hole in the state of indiana weve cut unemployment in half unemployment doubled when he was governor"
"86","PENCE","but i think hes a very fitting running mate for hillary clinton because in the wake of a season where american families are struggling in this economy under the weight of higher taxes and obamacare and the war on coal and the stifling avalanche of regulation coming out of this administration hillary clinton and tim kaine want more of the same it really is remarkable that they actually are advocating a trillion dollars in tax increases which i get that you tried to raise taxes here in virginia and were unsuccessful"
"87","PENCE","but a trillion dollars in tax increases more regulation more of the same war on coal and more of obamacare that now even former president bill clinton calls obamacare a crazy plan but hillary clinton and tim kaine want to build on obamacare they want to expand it into a singlepayer program and for all the world hillary clinton just thinks obamacare is a good start"
"88","PENCE","look donald trump and i have a plan to get this economy moving again just the way that it worked in the s just the way it worked in the s and that is by lowering taxes across the board for working families small businesses and family farms ending the war on coal that is hurting jobs and hurting this economy even here in virginia repealing obamacare lock stock and barrel and repealing all of the executive orders that barack obama has signed that are stifling economic growth in this economy"
"89","PENCE","we can get america moving again put on top of that the kind of trade deals thatll put the american worker first and youve got a prescription for real growth and when you get the economy growing elaine thats when you can deal with the national debt when we get back to percent to percent growth with donald trumps plan will do then were going to have the resources to meet our nations needs at home and abroad and were going to have the ability to bring down the national debt"
"90","QUIJANO","senator kaine"
"91","KAINE","elaine on the economy theres a fundamental choice for the american electorate do you want a youre hired president in hillary clinton or do you want a youre fired president in donald trump i think thats not such a hard choice"
"92","KAINE","hillary and i have a plan thats on the table thats a youre hired plan five components first thing we do is we invest in manufacturing infrastructure and research in the clean energy jobs of tomorrow second thing is we invest in our workforce from prek education to great teachers to debtfree college and tuitionfree college for families that make less than a year"
"93","KAINE","third we promote fairness by raising the minimum wage so you cant work fulltime and be under the poverty level and by paying women equal pay for equal work"
"94","KAINE","fourth we promote small business growth just as weve done in virginia to make it easier to start and grow small businesses hillary and i each grew up in smallbusiness families my dad who ran an iron working and welding shop is here tonight"
"95","KAINE","and fifth we have a tax plan that targets tax relief to middle class individuals and small businesses and asks those at the very top whove benefited as weve come out of recession to pay more"
"96","KAINE","the trump plan is a different plan its a youre fired plan and theres two key elements to it first donald trump said wages are too high and both donald trump and mike pence think we ought to eliminate the federal minimum wage"
"97","KAINE","mike pence when he was in congress voted against raising the minimum wage above and he has been a oneman bulwark against minimum wage increases in indiana"
"98","KAINE","the second component of the plan is massive tax breaks for the very top trillions of dollars of tax breaks for people just like donald trump the problem with this elaine is thats exactly what we did years ago and it put the economy into the deepest recession the deepest recession since the s"
"99","KAINE","independent analysts say the clinton plan would grow the economy by million jobs the trump plan would cost million jobs and donald trump why would he do this because his tax plan basically helps him and if he ever met his promise and he gave his tax returns to the american public like he said he would we would see just how much his economic plan is really a trumpfirst plan"
"100","QUIJANO","on that point governor pence recently the new york times released part of mr trumps tax return and reported that he could have avoided paying federal income taxes for years yesterday mr trump said he brilliantly used the laws to pay as little tax as legally possible does that seem fair to you"
"101","PENCE","well first let me say i appreciated the youre hired youre fired thing senator you use that a whole lot and i think your running mate used a lot of predone lines"
"102","PENCE","look what what you all just heard out there is more taxes trillion in more spending more deficits more debt more government and if you think thats all working then you look at the other side of the table i mean the truth of the matter is the policies of this administration which hillary clinton and senator kaine want to continue have run this economy into a ditch were in the"
"103","KAINE","fifteen million new jobs"
"104","PENCE","slowest economic recovery since the great depression"
"105","KAINE","fifteen million new jobs"
"106","QUIJANO","governor"
"107","PENCE","there are millions more people living in poverty today than the day that barack obama with hillary clinton at his side"
"108","KAINE","and the poverty level and the median income"
"109","PENCE","stepped into the oval office"
"110","KAINE","improved dramatically between and "
"111","PENCE","you honestly senator you can roll out the numbers and the sunny side but i got to tell you people in scranton know different people in fort wayne indiana know different i mean this economy is struggling the answer to this economy is not more taxes"
"112","KAINE","but its not the giveaway tax relief to the folks at the top"
"113","PENCE","its not more spending"
"114","KAINE","i am interested to hear whether hell defend his running mates not releasing taxes and not paying taxes"
"115","PENCE","absolutely i will"
"116","QUIJANO","governor with all due respect the question was about whether it seems fair to you that mr trump said he brilliantly used the laws to pay as little tax as legally possible"
"117","PENCE","well this is probably the difference between donald trump and hillary clinton and senator kaine and i mean hillary clinton and senator kaine god bless you for it career public servants thats great donald trump is a businessman not a career politician he actually built a business"
"118","PENCE","those tax returns that were that came out publicly this week show that he faced some pretty tough times years ago but like virtually every other business including the new york times not too long ago he used whats called net operating loss we have a tax code senator that actually is designed to encourage entrepreneurship in this country"
"119","KAINE","but why wont he release his tax returns"
"120","PENCE","well were answering the question about about a business thing is he"
"121","KAINE","i do want to come back to that but"
"122","PENCE","his tax returns his tax returns showed he went through a very difficult time but he used the tax code just the way its supposed to be used and he did it brilliantly"
"123","KAINE","how do you know that you havent seen his tax returns"
"124","PENCE","he created a runway because hes created a business thats worth billions of dollars today"
"125","KAINE","how do you know that"
"126","PENCE","and with regard to paying taxes this whole riff about not paying taxes and people saying he didnt pay taxes for years donald trump has created tens of thousands of jobs and hes paid payroll taxes sales taxes property taxes"
"127","KAINE","elaine let me talk about something"
"128","QUIJANO","senator im going to give you about seconds to respond and i have question on social security for you"
"129","KAINE","ok"
"130","PENCE","the only issue on taxes hillary clinton is going to raise taxes and donald trump and i are going to cut them"
"131","KAINE","donald trump started this campaign in and he said if i run for president i will absolutely release my taxes hes broken his first"
"132","PENCE","and he will"
"133","KAINE","hes broken his first promise second he stood on the stage"
"134","PENCE","he hasnt broken his promise he said hes"
"135","KAINE","he stood on the stage last week and when hillary said you havent been paying taxes he said that makes me smart so its smart not to pay for our military its smart not to pay for veterans its smart not to pay for teachers and i guess all of us who do pay for those things i guess were stupid and the last thing ill say is this"
"136","PENCE","senator do you take all the deductions that youre entitled to"
"137","KAINE","the last thing the last thing i want to ask governor pence is"
"138","PENCE","i do"
"139","KAINE","governor pence had to give donald trump his tax returns to show he was qualified to be vice president donald trump must give the american public his tax returns to show that hes qualified to be president and hes breaking his promise"
"140","PENCE","elaine i have to respond to this"
"141","QUIJANO","you get very little time seconds"
"142","PENCE","ill be ill be very respectful"
"143","QUIJANO","governor"
"144","PENCE","look donald trump has filed over pages of financial disclosure which is what the law requires"
"145","KAINE","but he said he would release his tax returns"
"146","QUIJANO","all right gentlemen"
"147","PENCE","the american people can review that and hes going senator hes going to release his tax returns when the audit is over"
"148","QUIJANO","i need to ask you about social security"
"149","KAINE","richard nixon released tax returns when he was under audit"
"150","PENCE","theyre going to raise your taxes were going to cut your taxes"
"151","QUIJANO","gentlemen"
"152","KAINE","if you cant meet nixons standard"
"153","QUIJANO","the people at home cannot understand either one of you when you speak over each other i would please ask you to wait until it is that the other is finished"
"154","KAINE","all right were having fun up here"
"155","QUIJANO","senator kaine on the issue of social security in years when the social security trust funds run out of money youll be the committee for a responsible federal budget estimates your benefits could be cut by as much as per year what would your administration do to prevent this cut"
"156","KAINE","first were going to protect social security which is one of the greatest programs that the american government has ever done it happened at a time when you would work your whole life your whole life raising your kids working being a little league coach or a sunday school teacher and then you would retire into poverty and social security has enabled people to retire with dignity and overwhelmingly not be in poverty"
"157","KAINE","we have to keep it solvent and we will keep it solvent and well look for strategies like adjusting the payroll tax cap upward in order to do that"
"158","KAINE","heres what hillary and i will not do and i want to make this very plain we will never ever engage in a risky scheme to privatize social security donald trump wrote a book and he said social security is a ponzi scheme and privatization would be good for all of us"
"159","KAINE","and when congressman pence was in congress he was the chief cheerleader for the privatization of social security even after president bush stopped pushing for it congressman pence kept pushing for it were going to stand up against efforts to privatize social security and well look for ways to keep it solvent going forward focusing primarily on the payroll tax cap"
"160","QUIJANO","governor pence ill give you an opportunity to respond"
"161","PENCE","well thanks elaine there they go again ok"
"162","KAINE","go read go read the book"
"163","PENCE","all donald trump all donald trump and i have said about social security is were going to meet our obligations to our seniors thats it"
"164","KAINE","go read the book"
"165","PENCE","weve said were going to meet the obligations of medicare thats what this campaign is really about senator and i get this is this is the old scare tactic that they roll out"
"166","KAINE","but but you have a voting record governor"
"167","PENCE","and i get all of that i just look"
"168","KAINE","i"
"169","PENCE","theres a question that you asked a little bit earlier that i want to go back to"
"170","KAINE","i cant believe that you wont defend your own voting record"
"171","PENCE","i have to go back to"
"172","QUIJANO","we"
"173","PENCE","well look i youre running with hillary clinton who wants to raise taxes by trillion increase spending by trillion and you say youre going to keep the promises of social security donald trump and i are going to cut taxes were going to were going to were going to"
"174","KAINE","youre not going to cut taxes youre going to raise taxes on the middle class"
"175","PENCE","reform government programs so we can meet the obligations of social security and medicare"
"176","QUIJANO","all right stay on the path that your party has us on were going to be in a in a mountain range of debt and were going to face hard choices and"
"177","QUIJANO","gentleman i want to move on now"
"178","KAINE","you did ask this question about debt and the debt explosion on the trump plan is much much bigger than anything on the clinton side"
"179","QUIJANO","all right let me move on now"
"180","PENCE","three hundred and five economists said your plan is bad for the economy"
"181","QUIJANO","to the issue of law enforcement and race relations law enforcement and race relations after the dallas police shooting police chief david brown said quote were asking cops to do too much in this country every societal failure we put it off on the cops to solve not enough mental health funding not enough drug addiction funding schools fail lets give it to the cops"
"182","QUIJANO","do we ask too much of police officers in this country and how would you specifically address the chiefs concerns senator kaine"
"183","KAINE","elaine i think thats a very fair comment i think we put a lot on police shoulders and this is something i got a lot of scar tissue and experience on"
"184","KAINE","i was a city councilman and mayor in richmond and when i came in we had one of the highest homicide rates in the united states we fought very very hard over the course of my time in local office with our police department and we reduced our homicide rate nearly in half"
"185","KAINE","and then when i was governor of virginia we worked hard too and we did something we had really wanted to do for the first time ever we cracked the top safest states because we worked together"
"186","KAINE","heres what i learned as a mayor and a governor the way you make communities safer and the way you make police safer is through community policing you build the bonds between the community and the police force build bonds of understanding and then when people feel comfortable in their communities that gap between the police and the communities they serve narrows and when that gap narrows its safer for the communities and its safer for the police"
"187","KAINE","that model still works across our country but there are some other models that dont work an overly aggressive more militarized model donald trump recently said we need to do more stopandfrisk around the country that would be a big mistake because it polarizes the relationship between the police and the community"
"188","KAINE","so heres what well do well focus on community policing we will focus on and hillary clinton has rolled out a really comprehensive mental health reform package that she worked on with law enforcement professionals and we will also fight the scourge of gun violence in the united states"
"189","KAINE","im a gunowner im a strong second amendment supporter but ive got a lot of scar tissue because when i was governor of virginia there was a horrible shooting at virginia tech and we learned that through that painful situation that gaps in the background record check system should have been closed and it could have prevented that crime and so were going to work to do things like close background record checks and if we do we wont have the tragedies that we did"
"190","KAINE","one of those killed at virginia tech was a guy named liviu librescu he was a plusyearold romanian holocaust survivor he had survived the holocaust then he survived the soviet union takeover of his country but then he was a visiting professor at virginia tech and he couldnt survive the scourge of gun violence"
"191","KAINE","we can support the second amendment and do things like background record checks and make us safer and that will make police safer too"
"192","QUIJANO","governor pence"
"193","PENCE","you know my uncle was a cop a career cop on the beat in downtown chicago he was my hero when i was growing up and wed go up to visit my dads family in chicago my three brothers and i would marvel at my uncle when he would come out in his uniform sidearm at his side"
"194","PENCE","police officers are the best of us and the men and women white africanamerican asian latino hispanic they put their lives on the line every single day and let my say at the risk of agreeing with you community policing is a great idea its worked in the hoosier state and we fully support that"
"195","PENCE","donald trump and i are going to make sure that law enforcement have the resources and the tools to be able to really restore law and order to the cities and communities in this nation its probably probably why the members of the fraternal order of police endorsed donald trump as the next president of the united states of america because they see his commitment to them they see his commitment to law and order"
"196","PENCE","but they also they also hear the bad mouthing the bad mouthing that comes from people that seize upon tragedy in the wake of police action shootings as as a reason to to use a broad brush to accuse law enforcement of of implicit bias or institutional racism and that really has got to stop"
"197","PENCE","i mean when an africanamerican police officer in charlotte named brentley vinson an allstar football player who went to liberty university here in the state came home followed his dad into law enforcement joined the force in charlotte joined the force in charlotte in was involved in a police action shooting that claimed the life of keith keith lamont scott it was a tragedy i mean i we we mourn with those who mourn we we grieve with those who grieve and were saddened at the loss of life"
"198","PENCE","but hillary clinton actually referred to that moment as an example of implicit bias in the police force where where she used when she was asked in the debate a week ago whether there was implicit bias in law enforcement her only answer was that theres implicit bias in everyone in the united states i just think"
"199","KAINE","can i can i explain"
"200","PENCE","i just think what we ought to do is we ought to stop seizing on these moments of tragedy we ought to assure the public that well have a full and complete and transparent investigation whenever theres a loss of life because of police action but senator please you know enough of this seeking every opportunity to demean law enforcement broadly by making the accusation of implicit bias every time tragedy occurs"
"201","KAINE","elaine elaine people shouldnt be afraid to bring up issues of bias in law enforcement and if youre afraid to have"
"202","PENCE","im not afraid to bring that up"
"203","KAINE","and if if youre afraid to have the discussion youll never solve it and so heres heres an example heartbreaking we would agree this was a heartbreaking example"
"204","KAINE","the guy philando castile who was killed in st paul he was a worker a valued worker in a local school and he was killed for no apparent reason in an incident that will be discussed and will be investigated"
"205","KAINE","but when folks went and explored this situation what they found is that philando castile who was a they called him mr rogers with dreadlocks in the school that he worked the kids loved him but he had been stopped by police or times before that fatal incident and if you look at sentencing in this country africanamericans and latinos get sentenced for the same crimes at very different rates"
"206","PENCE","we need criminal justice reform"
"207","KAINE","well we do"
"208","PENCE","indiana has passed criminal justice reform"
"209","KAINE","but i just want to say those who say that we should not"
"210","PENCE","but thats not what youre talking about"
"211","KAINE","we should not be able to bring up and talk about bias in the system well never solve the problem"
"212","QUIJANO","governor pencegovernor pence"
"213","PENCE","senator when africanamerican police officers involved in a police action shooting involving an africanamerican why would hillary clinton accuse that africanamerican police officer of implicit bias"
"214","KAINE","well i guess i cant believe you are defending the position that there is no bias and its a topic we dont even"
"215","QUIJANO","governor pence i have a question on that point"
"216","PENCE","i did not make that statement i"
"217","QUIJANO","your fellow republican governor pence senator tim scott who is africanamerican recently spoke on the senate floor he said he was stopped seven times by law enforcement in one year"
"218","KAINE","a senator"
"219","QUIJANO","he said i have felt the anger the frustration the sadness and the humiliation that comes with feeling like youre being targeted for nothing more than being just yourself what would you say to senator scott about his experiences"
"220","PENCE","well i have the deepest respect for senator scott and hes a close friend and what i would say is that we we need to adopt criminal justice reform nationally i i signed criminal justice reform in the state of indiana senator and were very proud of it"
"221","PENCE","i worked when i was congress on a second chance act we have got to do a better job recognizing and correcting the errors in the system that do reflect on institutional bias in criminal justice but what what what donald trump and i are saying is lets not have the reflex of assuming the worst of men and women in law enforcement we truly do believe that law enforcement is not a force for racism or division in our country"
"222","KAINE","elaine can i"
"223","QUIJANO","so what would you say to senator scott governor"
"224","PENCE","law enforcement in this country is a force for good they are the they truly are people that put their lives on the line every single day but i would i would suggest to you what we need to do is assert a stronger leadership at the national level to support law enforcement you just heard senator kaine reject stopandfrisk well i would suggest to you that the families that live in our inner cities that are besieged by crime"
"225","KAINE","elaine let me let me"
"226","QUIJANO","governor the question is about senator scott what would what would you tell senator scott"
"227","KAINE","elaine if i could if i could jump in ive heard senator scott make that eloquent plea and look criminal justice is about respecting the law and being respected by the law so there is a fundamental respect issue here"
"228","KAINE","and i just want to talk about the tone thats set from the top donald trump during his campaign has called mexicans rapists and criminals hes called women slobs pigs dogs disgusting i dont like saying that in front of my wife and my mother he attacked an indianaborn federal judge and said he was unqualified to hear a federal lawsuit because his parents were mexican he went after john mccain a and said he wasnt hero because hed been captured he said africanamericans are living in hell and he perpetrated this outrageous and bigoted lie that president obama is not a citizen"
"229","KAINE","if you want to have a society where people are respected and respect laws you cant have somebody at the top who demeans every group that he talks about and i just again i cannot believe that governor pence will defend the insultdriven campaign that donald trump has run"
"230","QUIJANO","all right i want to turn to our next segment now immigration your running mates have both said that undocumented immigrants who have committed violent crimes should be deported what would you tell the millions of undocumented immigrants who have not committed violent crimes governor pence"
"231","PENCE","donald trumps laid out a plan to end illegal immigration once and for all in this country weve been talking it to death for years hillary clinton and tim kaine want to continue the policies of open borders amnesty catch and release sanctuary cities all the things that are driving that are driving wages down in this country senator and also too often with criminal aliens in the country its bringing heartbreak"
"232","PENCE","but i donald trump has a plan that he laid out in arizona that will deal systemically with illegal immigration beginning with border security internal enforcement its probably why for the first time in the history of immigration and customs enforcement their union actually endorsed donald trump as the next president of the united states because they know they need help to enforce the laws of this country"
"233","PENCE","and donald trump has laid out a priority to remove criminal aliens remove people that have overstayed their visas and and once we have accomplished all of that which will which will strengthen our economy strengthen the rule of law in the country and make our communities safer once the criminal aliens are out then well deal with those that remain"
"234","PENCE","but i have to tell you i just i was listening to the avalanche of insults coming out of senator kaine a minute ago these were donalds hold on a second governor"
"235","PENCE","its my time senator"
"236","QUIJANO","it is in fact the governors time"
"237","KAINE","i apologize its your two minutes i apologize"
"238","PENCE","thanks i forgive you he says ours is an insultdriven campaign did you all just hear that ours is an insultdriven campaign"
"239","PENCE","i mean to be honest with you if donald trump had said all of the things that youve said he said in the way you said he said them he still wouldnt have a fraction of the insults that hillary clinton leveled when she said that half of our supporters were a basket of deplorables its she said they were irredeemable they were not american"
"240","PENCE","i mean its extraordinary and then she labeled one after another ism on millions of americans who believe that we can have a stronger america at home and abroad who believe we can get this economy moving again who believe that we can end illegal immigration once and for all so senator this this insultdriven campaign i mean"
"241","QUIJANO","governor"
"242","PENCE","thats small potatoes compared to hillary clinton"
"243","QUIJANO","senator kaine"
"244","PENCE","calling half of donald trumps supporters a basket of deplorables"
"245","KAINE","hillary clinton said something on the campaign trail and the very next day she said you know what i shouldnt have said that"
"246","PENCE","she said she shouldnt have said half"
"247","QUIJANO","governor this is senator kaines two minutes please"
"248","KAINE","yeah thats right so now were even"
"249","PENCE","yeah laughther"
"250","KAINE","look for donald trump apologizing to john mccain for saying he wasnt a hero"
"251","PENCE","oh"
"252","KAINE","to donald trump apologizing for calling women slobs pigs dogs disgusting"
"253","PENCE","she apologized for saying half"
"254","QUIJANO","governor it is his two minutes please"
"255","KAINE","did donald trump apologize for taking after somebody in a twitter war and making fun of her weight did he apologize for saying africanamericans are living in hell did he apologize for saying president obama was not even a citizen of the united states you will look in vain to see donald trump ever taking responsibility for anybody and apologizing"
"256","KAINE","immigration theres two plans on the table hillary and i believe in comprehensive immigration reform donald trump believes in deportation nation youve got to pick your choice hillary and i want a bipartisan reform that will put keeping families together as the top goal second that will help focus enforcement efforts on those who are violent third that will do more border control and fourth that will provide a path to citizenship for those who work hard pay taxes play by the rules and take criminal background record checks"
"257","KAINE","thats our proposal donald trump proposes to deport million people million who are here without documents and both donald trump and mike pence want to get rid of birthright citizenship so if youre born here but your parents dont have documents they want to eliminate that thats another million people"
"258","KAINE","these guys and donald trump have said it deportation force they want to go house to house school to school business to business and kick out million people and i cannot believe"
"259","PENCE","thats nonsense thats nonsense"
"260","KAINE","i cannot believe that governor pence would sit here and defend his running mates claim that we should create a deportation force to so that theyll all be gone"
